0.11843,0.19674,-0.21689,0.024064,0.34562,0.24323,-0.11227
0.12383,0.20525,-0.2441,0.050627,0.38804,0.25781,-0.12997
0.12866,0.20964,-0.22689,0.116,0.38823,0.26327,-0.11978
0.13587,0.21752,-0.23559,0.15749,0.39959,0.25749,-0.13361
0.14802,0.22403,-0.22416,0.1882,0.40008,0.25585,-0.1362
0.15771,0.23275,-0.21987,0.20053,0.41218,0.2831,-0.14448
0.16112,0.24037,-0.20751,0.20204,0.42043,0.29875,-0.14079
0.16043,0.2459,-0.20183,0.15923,0.42363,0.30397,-0.13014
0.16534,0.24854,-0.19802,0.1399,0.42528,0.30667,-0.10856
0.1758,0.25021,-0.19496,0.17388,0.42231,0.31177,-0.079321
0.18234,0.25283,-0.19188,0.18935,0.42227,0.31245,-0.044151
0.17611,0.25703,-0.18886,0.20386,0.40632,0.30698,-0.0048206
0.17408,0.26232,-0.19199,0.21168,0.34745,0.30388,0.034842
0.17995,0.26773,-0.20496,0.21829,0.27167,0.28766,0.074713
0.17982,0.27267,-0.21136,0.24414,0.21772,0.26396,0.10912
0.18306,0.27714,-0.21487,0.23304,0.16693,0.25139,0.1438
0.18307,0.28113,-0.23,0.23284,0.1303,0.24711,0.17647
0.18158,0.28433,-0.24842,0.23816,0.13536,0.24657,0.20002
0.18588,0.2865,-0.26207,0.24548,0.1499,0.26363,0.20933
0.18947,0.28771,-0.27251,0.24604,0.17893,0.28776,0.2121
0.19213,0.28829,-0.27402,0.24206,0.19458,0.30517,0.21564
0.19507,0.28852,-0.26681,0.242,0.1976,0.31503,0.2157
0.20216,0.28887,-0.25295,0.22001,0.19823,0.3206,0.21085
0.20751,0.29007,-0.23047,0.22212,0.18928,0.3298,0.19734
0.21191,0.29261,-0.21223,0.21684,0.16602,0.32583,0.17622
0.20996,0.29618,-0.20766,0.22149,0.12078,0.31559,0.1508
0.2135,0.30025,-0.21043,0.21728,0.05953,0.30158,0.12432
0.22524,0.30504,-0.21516,0.22233,0.0095794,0.2908,0.097331
0.2241,0.31098,-0.21978,0.24693,-0.013736,0.28933,0.068548
0.21487,0.31773,-0.22073,0.22778,-0.015646,0.28439,0.037199
0.22534,0.32418,-0.21527,0.22241,-0.0097393,0.27605,0.0030651
0.24326,0.32925,-0.2038,0.22532,-0.0010808,0.27,-0.032648
0.24939,0.33251,-0.18853,0.22607,-0.0099752,0.27058,-0.066152
0.25256,0.33443,-0.17172,0.22417,-0.031364,0.27758,-0.093612
0.25618,0.33614,-0.1539,0.20967,-0.066563,0.28399,-0.11197
0.25604,0.33889,-0.13503,0.21566,-0.11071,0.27905,-0.12222
0.25321,0.34342,-0.11546,0.21164,-0.13483,0.26769,-0.12751
0.25072,0.34943,-0.095032,0.20538,-0.14505,0.25519,-0.13219
0.2435,0.35593,-0.074062,0.15861,-0.14483,0.25114,-0.13754
0.2409,0.36178,-0.054645,0.15099,-0.13082,0.25206,-0.14242
0.23937,0.36602,-0.039481,0.1464,-0.11204,0.24545,-0.14478
0.22811,0.36849,-0.028711,0.15601,-0.094571,0.23894,-0.14376
0.22044,0.37028,-0.020553,0.18257,-0.061529,0.22482,-0.14001
0.2164,0.37292,-0.01231,0.18088,-0.0082681,0.21393,-0.13539
0.21737,0.37673,0.00066048,0.16282,0.045117,0.20942,-0.13215
0.21912,0.38081,0.022418,0.16605,0.093425,0.19649,-0.13156
0.21839,0.38473,0.051358,0.18103,0.11916,0.17405,-0.13288
0.22715,0.38932,0.080971,0.18865,0.12839,0.15456,-0.13453
0.23357,0.39569,0.1042,0.18816,0.13496,0.14115,-0.13555
0.23526,0.40394,0.11618,0.18779,0.14004,0.12884,-0.13617
0.23701,0.41307,0.11756,0.19481,0.16548,0.11734,-0.13704
0.23402,0.42105,0.11479,0.19212,0.18376,0.10822,-0.13866
0.23052,0.4261,0.11524,0.19686,0.15896,0.10571,-0.14104
0.22242,0.42703,0.12015,0.19721,0.12172,0.11145,-0.14369
0.22264,0.42418,0.12676,0.19657,0.12411,0.12496,-0.14592
0.22923,0.41909,0.13453,0.19067,0.13215,0.13375,-0.14726
0.23021,0.41405,0.14373,0.18532,0.12901,0.14093,-0.14761
0.2336,0.41062,0.15289,0.17292,0.14036,0.14704,-0.14709
0.2368,0.40922,0.1602,0.1665,0.1725,0.1423,-0.14612
0.23165,0.40963,0.16559,0.15625,0.20594,0.13186,-0.14518
0.22751,0.41133,0.17042,0.14025,0.22817,0.12408,-0.1445
0.22409,0.41391,0.17578,0.1343,0.26043,0.12269,-0.14396
0.22339,0.41708,0.18167,0.13295,0.28079,0.12574,-0.1434
