-0.14536,-0.40749,-0.46054,-0.15365,-0.31245,-0.31245,-0.31245
-0.14943,-0.40598,-0.71569,-0.11036,-0.32935,-0.32935,-0.32935
-0.13999,-0.36943,-1.0595,-0.047335,-0.30692,-0.30692,-0.30692
-0.1467,-0.38237,-1.1504,0.62949,-0.31411,-0.31411,-0.31411
-0.14383,-0.36581,-1.0011,1.4372,-0.3281,-0.3281,-0.3281
-0.13634,-0.35072,-0.8992,1.4369,-0.36515,-0.36515,-0.36515
-0.11455,-0.33027,-0.84429,1.4604,-0.45845,-0.45845,-0.45845
-0.088611,-0.32894,-0.63081,1.4439,-0.61897,-0.61897,-0.61897
-0.065285,-0.32872,-0.41576,1.4546,-0.78563,-0.78563,-0.78563
-0.051593,-0.32084,-0.38145,1.4481,-0.84458,-0.84458,-0.84458
-0.044993,-0.31425,-0.39459,1.452,-0.80566,-0.80566,-0.80566
-0.039672,-0.31632,-0.41804,1.4499,-0.72121,-0.72121,-0.72121
-0.032245,-0.32024,-0.49472,1.4509,-0.6399,-0.6399,-0.6399
-0.025451,-0.36939,-0.63613,1.4504,-0.56911,-0.56911,-0.56911
-0.022628,-0.49021,-0.92551,1.4503,-0.51589,-0.51589,-0.51589
-0.024551,-0.59315,-0.99193,1.4499,-0.4775,-0.4775,-0.4775
-0.028927,-0.61185,-0.97061,1.4505,-0.44682,-0.44682,-0.44682
-0.033091,-0.58278,-0.88533,1.4495,-0.41432,-0.41432,-0.41432
-0.035823,-0.53103,-0.85209,1.451,-0.37787,-0.37787,-0.37787
-0.03813,-0.45584,-1.0437,1.4253,-0.34141,-0.34141,-0.34141
-0.041278,-0.44042,-1.123,1.351,-0.31082,-0.31082,-0.31082
-0.045447,-0.32003,-1.2538,1.2605,-0.28819,-0.28819,-0.28819
-0.048516,-0.026698,-1.2856,1.1824,-0.27234,-0.27234,-0.27234
-0.047615,0.18174,-1.2462,1.144,-0.25915,-0.25915,-0.25915
-0.040313,0.28435,-1.2429,1.0783,-0.24418,-0.24418,-0.24418
-0.026493,0.37028,-1.2322,1.0002,-0.22557,-0.22557,-0.22557
-0.0097511,0.4493,-1.2342,0.99248,-0.20418,-0.20418,-0.20418
0.0047577,0.49423,-1.2646,1.0225,-0.18137,-0.18137,-0.18137
0.014032,0.51169,-1.2455,1.0433,-0.15672,-0.15672,-0.15672
0.019029,0.51491,-1.2309,1.034,-0.1281,-0.1281,-0.1281
0.021927,0.49297,-1.2313,1.0019,-0.092964,-0.092964,-0.092964
0.024062,0.44686,-1.1559,0.99698,-0.050552,-0.050552,-0.050552
0.024896,0.39043,-1.1215,0.99744,-0.003504,-0.003504,-0.003504
0.023827,0.33655,-1.0489,0.98854,0.042403,0.042403,0.042403
0.021903,0.28677,-1.0315,0.95615,0.080426,0.080426,0.080426
0.021411,0.23933,-1.0516,0.88827,0.10583,0.10583,0.10583
0.023794,0.19976,-1.0869,0.82494,0.11718,0.11718,0.11718
0.028502,0.16939,-1.0891,0.79555,0.11701,0.11701,0.11701
0.033817,0.14371,-1.1292,0.84035,0.11094,0.11094,0.11094
0.038476,0.1201,-1.1964,0.9227,0.10506,0.10506,0.10506
0.041776,0.10502,-1.2201,1.0324,0.10344,0.10344,0.10344
0.042882,0.1093,-1.2727,1.1534,0.10661,0.10661,0.10661
0.041875,0.1316,-1.3402,1.2046,0.11213,0.11213,0.11213
0.040368,0.16137,-1.3006,1.2404,0.11634,0.11634,0.11634
0.040319,0.19441,-1.2759,1.3037,0.11669,0.11669,0.11669
0.042275,0.2288,-1.3202,1.3765,0.11342,0.11342,0.11342
0.045713,0.25656,-1.2769,1.4368,0.10923,0.10923,0.10923
0.050107,0.27354,-1.3126,1.4509,0.10768,0.10768,0.10768
0.055103,0.28595,-1.3386,1.4506,0.11119,0.11119,0.11119
